time,est_speed
1454285100000,17.166336
1454285700000,14.0728192
1454286300000,14.30528
1454286900000,19.0036704
1454287500000,18.5253376
1454287800000,16.7729408
1454288700000,14.797024
1454289300000,18.7265056
1454289900000,24.9984768
1454289900000,24.9984768
1454291400000,20.1168
1454291400000,20.1168
1454292600000,21.547328
1454292900000,22.4905824
1454293500000,21.1047584
1454294100000,16.9383456
1454295000000,22.2938848
1454295600000,18.1989984
1454296200000,25.123648
1454296800000,10.6172
1454297400000,20.3537312
1454298000000,14.4259808
1454298600000,17.5150272
1454299200000,19.5088256
1454299800000,21.368512
1454300400000,19.1467232
1454301000000,18.865088
1454301600000,16.3482528
1454301900000,15.9459168
1454302200000,17.635728
1454303400000,17.8816
1454303700000,18.32864
1454304300000,16.0442656
1454304900000,18.932144
1454305500000,15.7983936
1454306100000,17.8816
1454306700000,14.4259808
1454307300000,15.4184096
1454307900000,14.797024
1454308500000,16.2454336
1454309100000,12.9731008
1454309700000,14.9713696
1454310300000,13.2055616
1454310901000,10.4473248
1454311500000,9.0346784
1454312101000,7.8366112
1454312701000,6.5759584
1454313301000,5.3242464
1454313902000,5.0157888
1454314502000,6.0663328
1454315101000,5.6282336
1454315701000,4.8637952
1454316301000,4.7296832
1454316301000,4.7296832
1454316301000,4.7296832
1454316301000,4.7296832
1454316301000,4.7296832
1454316301000,4.7296832
1454319901000,5.4136544
1454320502000,7.6980288
1454321102000,7.8857856
1454321702000,9.2805504
1454322300000,12.1728992
1454322901000,12.3204224
1454323501000,11.5202208
1454324106000,14.5466816
1454324702000,15.0160736
1454325302000,14.9713696
1454325901000,12.1728992
1454326500000,12.3785376
1454327101000,14.3455136
1454327702000,12.204192
1454328301000,13.9208256
1454328902000,14.5869152
1454329503000,11.62304
1454330102000,8.9542112
1454330701000,7.7695552
1454331301000,8.4445856
1454331902000,11.5470432
1454332502000,13.768832
1454333100000,10.8898944
1454333701000,9.8259392
1454334301000,14.0325856
1454334901000,11.6498624
1454335501000,10.5322624
1454336102000,14.1890496
1454336700000,13.0356864
1454337301000,11.757152
1454337901000,9.5711264
1454338501000,10.8898944
1454339102000,14.6718528
1454339702000,12.651232
1454340303000,13.6973056
1454340901000,12.5305312
1454341501000,10.4875584
1454342101000,11.8957344
1454342702000,13.2726176
1454343302000,11.8957344
1454343901000,10.639552
1454344501000,9.05256
1454345101000,10.4875584
1454345701000,8.5563456
1454346302000,7.15264
1454346902000,7.37616
1454347500000,6.8128896
1454348101000,6.3747904
1454348701000,6.504432
1454349301000,6.6296032
1454349902000,11.220704
1454350502000,11.4933984
1454351100000,10.2774496
1454351701000,15.8967424
1454352301000,14.8819616
1454352901000,11.8107968
1454353502000,17.2244512
1454354102000,15.7000448
1454354700000,16.3482528
1454355300000,17.2244512
1454355901000,13.1697984
1454356501000,16.9964608
1454357103000,18.1989984
1454357701000,17.2825664
1454358300000,18.1989984
1454358900000,18.7265056
1454359500000,18.261584
1454360100000,15.512288
1454360702000,17.5150272
1454361301000,13.4469632
1454361900000,17.5776128
1454362500000,13.6615424
1454363100000,16.9964608
1454363700000,14.2248128
1454364300000,19.1467232
1454364900000,17.456912
1454365500000,17.9441856
1454366100000,17.7564288
1454366700000,17.9441856
1454367300000,17.3406816
1454367900000,17.5776128
1454368500000,17.8190144
1454369101000,17.5150272
1454369700000,16.8847008
1454370300000,18.0693568
1454370900000,16.5047168
1454371500000,17.8190144
1454372100000,18.7935616
1454372700000,17.635728
1454373000000,18.7265056
1454374200000,16.9964608
1454374200000,16.9964608
1454374800000,16.2454336
1454375700000,19.4328288
1454376300000,18.1989984
1454376300000,18.1989984
1454377800000,20.765008
1454378100000,19.6563488
1454378700000,21.368512
1454379300000,21.1941664
1454379900000,16.4018976
1454380800000,18.4582816
1454381100000,17.8816
1454381100000,17.8816
1454382000000,18.865088
1454383800000,22.0077792
1454384100000,19.8083424
1454384700000,14.9266656
1454385300000,19.2182496
1454385900000,19.2182496
1454386800000,19.289776
1454387100000,22.0077792
1454387700000,17.635728
1454388300000,15.2351232
1454388900000,18.5253376
1454389500000,17.9441856
1454390100000,17.9441856
1454390700000,19.0036704
1454391300000,18.1319424
1454391900000,17.1082208
1454392500000,17.7564288
1454393100000,19.0036704
1454393700000,15.1904192
1454394300000,15.8967424
1454394900000,13.8045952
1454395500000,13.6257792
1454396100000,14.2650464
1454396700000,11.1938816
1454397301000,11.2698784
1454397901000,7.8366112
1454398501000,5.5790592
1454398801000,4.872736
1454398801000,4.872736
1454398801000,4.872736
1454398801000,4.872736
1454398801000,4.872736
1454398801000,4.872736
1454402701000,4.9710848
1454402701000,4.9710848
1454403602000,4.8816768
1454404503000,5.3331872
1454405100000,6.191504
1454405701000,8.7753952
1454406301000,10.639552
1454406902000,12.3785376
1454407502000,11.9762016
1454408102000,10.3623872
1454408700000,12.7808736
1454409301000,13.0043936
1454409901000,12.3785376
1454410501000,13.3396736
1454411102000,15.4631136
1454411702000,12.3204224
1454412300000,13.880592
1454412901000,12.0611392
1454413503000,14.0728192
1454414102000,10.237216
1454414702000,15.4184096
1454415302000,13.5184896
1454415901000,12.8121664
1454416501000,10.84072
1454417101000,10.3847392
1454417701000,10.3221536
1454418001000,10.3847392
1454418902000,10.5769664
1454419500000,11.6498624
1454420101000,11.220704
1454420701000,9.5174816
1454421301000,11.1491776
1454421902000,9.3297248
1454422502000,10.6172
1454423100000,13.6615424
1454423700000,8.6993984
1454424301000,14.4662144
1454424901000,13.6257792
1454425501000,13.992352
1454426102000,12.2623072
1454426701000,12.874752
1454427301000,10.3847392
1454427901000,10.5769664
1454428501000,10.6172
1454429102000,10.237216
1454429702000,10.1567488
1454430300000,7.3582784
1454430901000,7.1034656
1454431501000,8.1987136
1454432101000,7.4968608
1454432702000,6.191504
1454433303000,7.6533248
1454433901000,5.5120032
1454434501000,4.872736
1454435104000,5.9590432
1454435701000,5.1811936
1454436302000,6.9872352
1454436902000,7.3269856
1454437500000,9.4996
1454438101000,10.796016
1454438701000,13.3083808
1454439301000,14.7120864
1454439902000,15.0563072
1454440502000,15.847568
1454441101000,15.9950912
1454441701000,16.3482528
1454442301000,18.0693568
1454442901000,17.054576
1454443502000,16.0442656
1454444101000,18.932144
1454444700000,17.2244512
1454445300000,17.5776128
1454445900000,18.261584
1454446500000,18.1319424
1454447101000,16.5583616
1454447701000,13.6973056
1454448300000,14.9713696
1454448900000,13.0043936
1454449500000,16.4555424
1454450100000,13.2726176
1454450700000,16.5583616
1454451301000,17.8816
1454451900000,17.9441856
1454452500000,17.635728
1454453100000,9.3118432
1454453700000,17.2825664
1454454300000,16.6656512
1454454600000,12.5931168
