time,travel_time
1405450763000,672.0
1405450763000,672.0
1405450763000,672.0
1405450763000,672.0
1405450763000,672.0
1405466363000,368.0
1405466363000,368.0
1405466363000,368.0
1405466363000,368.0
1405466363000,368.0
1405466363000,368.0
1405487063000,369.0
1405487063000,369.0
1405487063000,369.0
1405487063000,369.0
1405487063000,369.0
1405487063000,369.0
1405495164000,456.0
1405495164000,456.0
1405495164000,456.0
1405495164000,456.0
1405495164000,456.0
1405495164000,456.0
1405502964000,166.0
1405502964000,166.0
1405502964000,166.0
1405502964000,166.0
1405505364000,125.0
1405505964000,170.0
1405506564000,745.0
1405506864000,340.0
1405506864000,340.0
1405506864000,340.0
1405506864000,340.0
1405506864000,340.0
1405506864000,340.0
1405512264000,154.0
1405512264000,154.0
1405512264000,154.0
1405514365000,141.0
1405514365000,141.0
1405515564000,162.0
1405515564000,162.0
1405515564000,162.0
1405515564000,162.0
1405517665000,161.0
1405517665000,161.0
1405517665000,161.0
1405519764000,180.0
1405519764000,180.0
1405519764000,180.0
1405519764000,180.0
1405519764000,180.0
1405519764000,180.0
1405524565000,488.0
1405525165000,170.0
1405525165000,170.0
1405526064000,628.0
1405526064000,628.0
1405526064000,628.0
1405526064000,628.0
1405526064000,628.0
1405526064000,628.0
1405530264000,595.0
1405530264000,595.0
1405530264000,595.0
1405530264000,595.0
1405530264000,595.0
1405530264000,595.0
1405537764000,722.0
1405537764000,722.0
1405537764000,722.0
1405537764000,722.0
1405537764000,722.0
1405540764000,463.0
1405540764000,463.0
1405540764000,463.0
1405540764000,463.0
1405540764000,463.0
1405540764000,463.0
1405546464000,593.0
1405546464000,593.0
1405546464000,593.0
1405546464000,593.0
1405546464000,593.0
1405546464000,593.0
1405579765000,197.0
1405579765000,197.0
1405579765000,197.0
1405579765000,197.0
1405579765000,197.0
1405579765000,197.0
1405583965000,180.0
1405583965000,180.0
1405583965000,180.0
1405583965000,180.0
1405586066000,113.0
1405586665000,129.0
1405586665000,129.0
1405588165000,230.0
1405588165000,230.0
1405588165000,230.0
1405589966000,143.0
1405589966000,143.0
1405590865000,623.0
1405590865000,623.0
1405592365000,488.0
1405592365000,488.0
1405593566000,120.0
1405594165000,561.0
1405594465000,179.0
1405594465000,179.0
1405595665000,191.0
1405595665000,191.0
1405597166000,205.0
1405597166000,205.0
1405597166000,205.0
1405598965000,380.0
1405599565000,605.0
1405599865000,564.0
1405599865000,564.0
1405599865000,564.0
1405599865000,564.0
1405599865000,564.0
1405599865000,564.0
1405604965000,214.0
1405604965000,214.0
1405604965000,214.0
1405604965000,214.0
1405604965000,214.0
1405604965000,214.0
1405612165000,249.0
1405612165000,249.0
1405612165000,249.0
1405612165000,249.0
1405614266000,301.0
1405615166000,239.0
1405615166000,239.0
1405616365000,191.0
1405616365000,191.0
1405616365000,191.0
1405618166000,378.0
1405618166000,378.0
1405618166000,378.0
1405618166000,378.0
1405618166000,378.0
1405618166000,378.0
1405634365000,713.0
1405634365000,713.0
1405634365000,713.0
1405634365000,713.0
1405634365000,713.0
1405634365000,713.0
1405642165000,681.0
1405642165000,681.0
1405642165000,681.0
1405642165000,681.0
1405642165000,681.0
1405644865000,85.0
1405644865000,85.0
1405644865000,85.0
1405644865000,85.0
1405644865000,85.0
1405644865000,85.0
1405648466000,455.0
1405648466000,455.0
1405648466000,455.0
1405648466000,455.0
1405648466000,455.0
1405648466000,455.0
1405662866000,449.0
1405662866000,449.0
1405662866000,449.0
1405662866000,449.0
1405662866000,449.0
1405662866000,449.0
1405669766000,146.0
1405669766000,146.0
1405670968000,209.0
1405670968000,209.0
1405672167000,111.0
1405672167000,111.0
1405672167000,111.0
1405673666000,147.0
1405674266000,678.0
1405674266000,678.0
1405674266000,678.0
1405676067000,159.0
1405676966000,119.0
1405676966000,119.0
1405676966000,119.0
1405676966000,119.0
1405676966000,119.0
1405676966000,119.0
1405680566000,395.0
1405681166000,201.0
1405681766000,404.0
1405681766000,404.0
1405681766000,404.0
1405681766000,404.0
1405681766000,404.0
1405681766000,404.0
1405685967000,124.0
1405685967000,124.0
1405685967000,124.0
1405685967000,124.0
1405688366000,614.0
1405688366000,614.0
1405688366000,614.0
1405688366000,614.0
1405688366000,614.0
1405688366000,614.0
1405691666000,188.0
1405692567000,159.0
1405692867000,558.0
1405693767000,172.0
1405693767000,172.0
1405693767000,172.0
1405693767000,172.0
1405696167000,177.0
1405696167000,177.0
1405697367000,251.0
1405697967000,574.0
1405697967000,574.0
1405697967000,574.0
1405697967000,574.0
1405697967000,574.0
1405697967000,574.0
1405702166000,170.0
1405702166000,170.0
1405702166000,170.0
1405703967000,142.0
1405704567000,277.0
1405704567000,277.0
1405704567000,277.0
1405704567000,277.0
1405706967000,251.0
1405707567000,161.0
1405708167000,137.0
1405708767000,146.0
1405709367000,295.0
1405709967000,134.0
1405710567000,184.0
1405710867000,240.0
1405711767000,120.0
1405712367000,142.0
1405712967000,106.0
1405713568000,139.0
1405714167000,178.0
1405714767000,106.0
1405715367000,118.0
1405715967000,133.0
1405715967000,133.0
1405717167000,282.0
1405717467000,116.0
1405718367000,119.0
1405718967000,136.0
1405719267000,141.0
1405720167000,126.0
1405720467000,87.0
1405721067000,104.0
1405721969000,145.0
1405722567000,93.0
1405723167000,115.0
1405723767000,97.0
1405724067000,93.0
1405724667000,76.0
1405725567000,650.0
1405725867000,112.0
1405726767000,295.0
1405726767000,295.0
1405727967000,111.0
1405727967000,111.0
1405729167000,75.0
1405729167000,75.0
1405729167000,75.0
1405730967000,303.0
1405731567000,549.0
