time,est_speed
1405450763000,3.9652448
1405451663000,10.5859072
1405451663000,10.5859072
1405452863000,2.7090624
1405453763000,6.3882016
1405454363000,1.4662912
1405454363000,1.4662912
1405455563000,2.2352
1405455563000,2.2352
1405456763000,15.7760416
1405457363000,3.0264608
1405457963000,16.4197792
1405458263000,1.9848576
1405458263000,1.9848576
1405459763000,7.6622656
1405459763000,7.6622656
1405459763000,7.6622656
1405459763000,7.6622656
1405459763000,7.6622656
1405459763000,7.6622656
1405463063000,5.3287168
1405463663000,13.1921504
1405463663000,13.1921504
1405463663000,13.1921504
1405463663000,13.1921504
1405463663000,13.1921504
1405463663000,13.1921504
1405485263000,2.0161504
1405485263000,2.0161504
1405485263000,2.0161504
1405485263000,2.0161504
1405487963000,5.8294016
1405487963000,5.8294016
1405488863000,2.8521152
1405488863000,2.8521152
1405488863000,2.8521152
1405490964000,6.1423296
1405491264000,2.0429728
1405491264000,2.0429728
1405491264000,2.0429728
1405493364000,5.0604928
1405493664000,3.6925504
1405494564000,3.3528
1405494864000,3.6925504
1405495765000,2.168144
1405496065000,2.056384
1405496065000,2.056384
1405496065000,2.056384
1405498164000,6.2853824
1405498765000,7.2509888
1405499365000,1.6585184
1405499365000,1.6585184
1405500564000,1.9714464
1405501164000,2.2530816
1405501164000,2.2530816
1405502364000,4.649216
1405502964000,1.4439392
1405503565000,4.1038272
1405504164000,1.408176
1405504164000,1.408176
1405504164000,1.408176
1405505664000,1.0773664
1405505664000,1.0773664
1405506864000,5.9188096
1405507764000,4.1261792
1405508364000,12.7719328
1405508964000,11.6632736
1405509564000,6.6519552
1405509564000,6.6519552
1405510765000,1.9714464
1405510765000,1.9714464
1405511664000,3.889248
1405511664000,3.889248
1405513164000,7.3806304
1405513764000,1.408176
1405514365000,5.2929536
1405514365000,5.2929536
1405515564000,2.45872
1405516165000,11.176
1405516764000,7.3135744
1405517064000,11.6632736
1405517965000,1.3321792
1405518564000,6.0976256
1405519164000,1.8909792
1405519764000,2.5078944
1405520064000,2.4900128
1405520064000,2.4900128
1405521265000,9.4683072
1405522164000,4.4972224
1405522164000,4.4972224
1405522164000,4.4972224
1405523964000,6.4910208
1405524565000,9.6962976
1405524865000,7.5907392
1405524865000,7.5907392
1405526364000,6.8754752
1405526964000,8.560816
1405527564000,13.1921504
1405528165000,11.0240064
1405528165000,11.0240064
1405528165000,11.0240064
1405529964000,11.176
1405530264000,1.5109952
1405530264000,1.5109952
1405531465000,1.7702784
1405531465000,1.7702784
1405532964000,11.4933984
1405533264000,9.0391488
1405534164000,1.654048
1405534164000,1.654048
1405535365000,3.3393888
1405535965000,14.6316192
1405535965000,14.6316192
1405535965000,14.6316192
1405537764000,9.0391488
