time,est_speed
1454285400000,9.589008
1454285400000,9.589008
1454285400000,9.589008
1454287200000,12.5484128
1454287200000,12.5484128
1454287200000,12.5484128
1454287200000,12.5484128
1454287200000,12.5484128
1454287200000,12.5484128
1454287200000,12.5484128
1454287200000,12.5484128
1454292300000,12.2176032
1454292600000,13.2189728
1454293200000,13.4603744
1454293200000,13.4603744
1454293200000,13.4603744
1454293200000,13.4603744
1454293200000,13.4603744
1454293200000,13.4603744
1454293200000,13.4603744
1454298000000,12.986512
1454298000000,12.986512
1454298000000,12.986512
1454299500000,12.5886464
1454300100000,11.9404384
1454300700000,12.897104
1454300700000,12.897104
1454300700000,12.897104
1454302500000,12.5037088
1454302500000,12.5037088
1454303700000,9.5174816
1454303700000,9.5174816
1454304600000,12.1773696
1454304600000,12.1773696
1454306100000,9.790176
1454306100000,9.790176
1454306100000,9.790176
1454307900000,8.4892896
1454308500000,5.4494176
1454309100000,10.4249728
1454309400000,10.4562656
1454310300000,6.6921888
1454310300000,6.6921888
1454311501000,6.8531232
1454312101000,6.057392
1454312701000,4.4167552
1454313001000,4.35864
1454313001000,4.35864
1454314503000,4.224528
1454314801000,3.5137344
1454315701000,4.5687488
1454316302000,5.5343552
1454316903000,4.02336
1454317503000,7.2599296
1454318103000,5.6863488
1454318701000,6.5178432
1454319001000,5.4896512
1454319902000,8.7485728
1454320502000,7.7740256
1454320802000,8.650224
1454320802000,8.650224
1454322301000,7.554976
1454322901000,5.5745888
1454323501000,7.174992
1454324107000,7.6935584
1454324402000,7.4163936
1454325002000,6.7190112
1454325901000,6.415024
1454326204000,7.3448672
1454326801000,6.0082176
1454327401000,7.242048
1454328302000,7.6309728
1454328302000,7.6309728
1454328302000,7.6309728
1454330102000,7.174992
1454330701000,5.2124864
1454331001000,7.4029824
1454331903000,8.4892896
1454332202000,6.4731392
1454333100000,4.1261792
1454333701000,3.6523168
1454334301000,5.5075328
1454334902000,7.0095872
1454335502000,8.5697568
1454336103000,6.169152
1454336700000,5.7310528
1454337301000,5.5075328
1454337901000,6.4060832
1454338201000,4.4346368
1454338802000,7.1436992
1454339703000,7.6801472
1454340303000,5.0292
1454340901000,5.0917856
1454341501000,4.895088
1454341501000,4.895088
1454342702000,3.9026592
1454343002000,4.1664128
