time,est_speed
1454285700000,6.4552576
1454286000000,10.3623872
1454286000000,10.3623872
1454286000000,10.3623872
1454287800000,10.2193344
1454288700000,12.1728992
1454288700000,12.1728992
1454288700000,12.1728992
1454290500000,4.0278304
1454291100000,11.7839744
1454291100000,11.7839744
1454291100000,11.7839744
1454291100000,11.7839744
1454291100000,11.7839744
1454291100000,11.7839744
1454291100000,11.7839744
1454295300000,2.4006048
1454295900000,10.706608
1454296500000,11.2922304
1454297100000,14.841728
1454297100000,14.841728
1454298600000,15.1457152
1454298900000,11.8957344
1454298900000,11.8957344
1454298900000,11.8957344
1454301000000,12.6244096
1454301000000,12.6244096
1454301000000,12.6244096
1454301000000,12.6244096
1454303100000,10.72896
1454303700000,5.5567072
1454304300000,13.992352
1454304600000,10.0986336
1454305200000,10.796016
1454305200000,10.796016
1454306700000,12.7808736
1454307300000,10.706608
1454307900000,10.5769664
1454308500000,9.2134944
1454309100000,8.985504
1454309700000,5.163312
1454310300000,5.9322208
1454310901000,6.6027808
1454311500000,4.001008
1454312101000,3.732784
1454312701000,4.8459136
1454313301000,4.0501824
1454313601000,3.3438592
1454314502000,2.8655264
1454314800000,3.12928
1454315701000,3.9741856
1454316301000,3.4958528
1454316601000,4.3094656
1454317202000,5.9590432
1454318103000,6.6117216
1454318700000,6.9425312
1454319301000,7.800848
1454319601000,6.1110368
1454319601000,6.1110368
1454320802000,8.1763616
1454321702000,8.2121248
1454322300000,6.8575936
1454322600000,6.3882016
1454323501000,5.9053984
1454324106000,7.5862688
1454324702000,6.5625472
1454325302000,3.4377376
1454325901000,7.1615808
1454326500000,3.5673792
1454326801000,8.1495392
1454327702000,7.0051168
1454328001000,7.4834496
1454328902000,6.3166752
1454329503000,4.9889664
1454330101000,4.380992
1454330701000,6.7324224
1454331001000,7.2554592
1454331902000,7.0542912
1454332501000,7.3046336
1454332800000,7.1615808
1454333700000,5.4494176
1454334301000,5.3823616
1454334901000,5.5075328
1454335501000,4.984496
1454336102000,6.7324224
1454336700000,4.6134528
1454337301000,6.1825632
1454337601000,4.7252128
1454338501000,5.8741056
1454339101000,4.2647616
1454339702000,4.3094656
1454340001000,2.972816
1454340600000,6.2898528
1454341501000,6.0082176
1454342101000,5.766816
1454342401000,5.0381408
1454342401000,5.0381408
1454343600000,4.1619424
1454343600000,4.1619424
1454345101000,3.5718496
1454345701000,5.7981088
1454346001000,3.5942016
1454346001000,3.5942016
1454347500000,2.5570688
1454348101000,2.7582368
1454348701000,4.0859456
1454349001000,2.7135328
1454349902000,5.1275488
1454350202000,3.3170368
1454351100000,7.3895712
1454351100000,7.3895712
1454352301000,4.9576736
1454352901000,6.8307712
1454353201000,4.3988736
1454354102000,2.615184
1454354700000,7.6980288
1454355300000,8.9720928
1454355901000,8.7441024
1454356501000,8.8648032
1454357103000,8.0735424
1454357701000,8.7888064
1454358000000,8.8200992
1454358600000,4.7341536
1454359500000,2.4766016
1454359800000,9.9824032
1454359800000,9.9824032
1454361301000,10.5546144
1454361900000,9.4146624
1454362200000,9.5353632
1454363100000,8.3864704
1454363700000,8.3864704
1454364300000,9.0346784
1454364900000,10.72896
1454365200000,7.6622656
1454365800000,9.4146624
1454366400000,6.6519552
1454367300000,4.8593248
1454367900000,12.6244096
1454368500000,9.2447872
1454369101000,15.1457152
1454369700000,12.204192
1454369700000,12.204192
1454370600000,10.6172
1454371500000,3.4511488
1454371800000,10.863072
1454372700000,12.2891296
1454372700000,12.2891296
1454373900000,16.5047168
1454374500000,7.8634336
1454374800000,5.610352
1454374800000,5.610352
1454376600000,6.5625472
1454377200000,9.7365312
1454377200000,9.7365312
1454377200000,9.7365312
1454377200000,9.7365312
1454377200000,9.7365312
1454377200000,9.7365312
1454380200000,8.7128096
1454381100000,12.874752
1454381400000,13.880592
1454381400000,13.880592
1454382900000,13.6257792
1454384100000,11.757152
1454384700000,10.796016
1454384700000,10.796016
1454384700000,10.796016
1454386800000,10.8898944
1454386800000,10.8898944
1454386800000,10.8898944
1454386800000,10.8898944
1454386800000,10.8898944
1454389500000,8.1763616
1454390100000,6.5625472
1454390100000,6.5625472
1454390100000,6.5625472
1454391600000,11.8107968
1454391600000,11.8107968
1454392800000,10.1388672
1454393700000,9.4861888
1454394300000,9.8482912
1454394900000,6.0663328
1454395500000,8.04672
1454396100000,8.1093056
1454396700000,5.766816
1454397000000,6.6206624
1454397600000,5.3018944
1454398200000,4.9889664
1454398200000,4.9889664
1454399701000,3.4243264
1454400302000,2.8968192
1454400902000,2.6285952
1454401500000,4.6760384
1454401500000,3.9205408
1454402101000,4.1082976
1454402101000,4.1082976
1454403302000,7.3672192
1454403902000,4.3184064
1454404202000,3.1784544
1454405701000,5.2929536
1454406301000,4.8548544
1454406901000,4.4212256
1454407502000,4.0546528
1454408102000,2.6777696
1454408700000,3.6031424
1454409301000,5.006848
1454409901000,3.2320992
1454410501000,4.001008
1454411102000,3.6612576
1454411402000,3.956304
1454412300000,7.6756768
1454412600000,4.8772064
1454413503000,4.0725344
1454414102000,4.6536864
1454414701000,3.6746688
1454415002000,3.0309312
1454415002000,3.0309312
1454416500000,2.4095456
1454417101000,5.565648
1454417701000,3.5852608
1454418301000,3.397504
1454418602000,4.0591232
1454419500000,4.4346368
