time,est_speed
1405529964000,4.5642784
1405529964000,4.5642784
1405529964000,4.5642784
1405529964000,4.5642784
1405529964000,4.5642784
1405529964000,4.5642784
1405691366000,3.9250112
1405691366000,3.9250112
1405691366000,3.9250112
1405691366000,3.9250112
1405691366000,3.9250112
1405691366000,3.9250112
1405697668000,2.4766016
1405697668000,2.4766016
1405697668000,2.4766016
1405697668000,2.4766016
1405697668000,2.4766016
1405697668000,2.4766016
1405774768000,6.996176
1405774768000,6.996176
1405775968000,8.359648
1405775968000,8.359648
1405775968000,8.359648
1405775968000,8.359648
1405775968000,8.359648
1405775968000,8.359648
1405810168000,7.8500224
1405810168000,7.8500224
1405810168000,7.8500224
1405810168000,7.8500224
1405810168000,7.8500224
1405810168000,7.8500224
1405826070000,0.9790176
1405826070000,0.9790176
1405826070000,0.9790176
1405826070000,0.9790176
1405826070000,0.9790176
1405826070000,0.9790176
1405876772000,6.8486528
1405876772000,6.8486528
1405876772000,6.8486528
1405876772000,6.8486528
1405876772000,6.8486528
1405876772000,6.8486528
1405937373000,4.8772064
1405937373000,4.8772064
1405937373000,4.8772064
1405937373000,4.8772064
1405940072000,3.3706816
1405940072000,3.3706816
1405940072000,3.3706816
1405940072000,3.3706816
1405940072000,3.3706816
1405940072000,3.3706816
1406111076000,7.9483712
1406111076000,7.9483712
1406111076000,7.9483712
1406111076000,7.9483712
1406111076000,7.9483712
1406111076000,7.9483712
1406122475000,5.7489344
1406122475000,5.7489344
1406122475000,5.7489344
1406122475000,5.7489344
1406122475000,5.7489344
1406122475000,5.7489344
1406214276000,6.3122048
1406214276000,6.3122048
1406214276000,6.3122048
1406214276000,6.3122048
1406214276000,6.3122048
1406214276000,6.3122048
1406291378000,10.72896
1406291378000,10.72896
1406291378000,10.72896
1406291378000,10.72896
1406291378000,10.72896
1406314477000,8.471408
1406314477000,8.471408
1406314477000,8.471408
1406314477000,8.471408
1406314477000,8.471408
1406314477000,8.471408
1406378080000,4.2334688
1406378080000,4.2334688
1406378080000,4.2334688
1406378080000,4.2334688
1406378080000,4.2334688
1406378080000,4.2334688
1406411678000,1.050544
1406411678000,1.050544
1406411678000,1.050544
1406411678000,1.050544
1406411678000,1.050544
1406411678000,1.050544
1406443181000,8.04672
1406443181000,8.04672
1406443181000,8.04672
1406443181000,8.04672
1406443181000,8.04672
1406443181000,8.04672
1406549683000,5.9053984
1406549683000,5.9053984
1406549683000,5.9053984
1406549683000,5.9053984
1406549683000,5.9053984
1406549683000,5.9053984
1406711986000,4.0725344
1406711986000,4.0725344
1406711986000,4.0725344
1406711986000,4.0725344
1406711986000,4.0725344
1406711986000,4.0725344
1406715886000,7.15264
1406715886000,7.15264
1406715886000,7.15264
1406715886000,7.15264
1406715886000,7.15264
1406715886000,7.15264
1406976889000,9.3297248
1406976889000,9.3297248
1406976889000,9.3297248
1406976889000,9.3297248
1406979290000,4.3496992
