time,travel_time
1405451363000,331.0
1405451963000,241.0
1405451963000,241.0
1405453163000,280.0
1405453163000,280.0
1405453163000,280.0
1405453163000,280.0
1405455563000,284.0
1405455864000,211.0
1405456763000,238.0
1405457363000,1679.0
1405457663000,867.0
1405458563000,309.0
1405459163000,283.0
1405459763000,646.0
1405459763000,646.0
1405460963000,308.0
1405461563000,229.0
1405461563000,229.0
1405462463000,248.0
1405462463000,248.0
1405463663000,211.0
1405463663000,211.0
1405463663000,211.0
1405463663000,211.0
1405463663000,211.0
1405463663000,211.0
1405484363000,271.0
1405484663000,232.0
1405485563000,435.0
1405486163000,253.0
1405486163000,253.0
1405487363000,231.0
1405487963000,275.0
1405487963000,275.0
1405489164000,308.0
1405489164000,308.0
1405490063000,341.0
1405490964000,381.0
1405491564000,459.0
1405491564000,459.0
1405491564000,459.0
1405493364000,963.0
1405493664000,780.0
1405494564000,457.0
1405495165000,464.0
1405495765000,484.0
1405495765000,484.0
1405496964000,688.0
1405497564000,1629.0
1405498165000,769.0
1405498765000,748.0
1405499365000,782.0
1405499966000,660.0
1405500564000,293.0
1405500564000,293.0
1405501464000,356.0
1405502365000,659.0
1405502365000,659.0
1405502365000,659.0
1405504164000,872.0
1405504164000,872.0
1405505364000,1274.0
1405505964000,334.0
1405506264000,382.0
1405507166000,344.0
1405507166000,344.0
1405508064000,410.0
1405508964000,391.0
1405509564000,1393.0
1405510165000,349.0
1405510765000,398.0
1405510765000,398.0
1405511964000,277.0
1405511964000,277.0
1405511964000,277.0
1405513765000,298.0
1405514065000,279.0
1405514964000,319.0
1405515564000,331.0
1405515864000,342.0
1405516465000,383.0
1405517365000,438.0
1405517365000,438.0
1405517365000,438.0
1405518865000,406.0
1405518865000,406.0
1405520064000,371.0
1405520064000,371.0
1405521565000,272.0
1405521565000,272.0
1405522464000,368.0
1405523064000,364.0
1405523965000,526.0
1405524565000,565.0
1405525165000,432.0
1405525165000,432.0
1405525165000,432.0
1405526965000,461.0
1405527565000,492.0
1405527565000,492.0
1405528765000,1209.0
1405529364000,1963.0
1405529964000,572.0
1405530264000,403.0
1405530264000,403.0
1405530264000,403.0
1405530264000,403.0
1405530264000,403.0
1405533564000,381.0
1405533564000,381.0
1405534765000,365.0
1405535065000,558.0
1405535665000,308.0
1405535665000,308.0
1405537164000,338.0
1405537164000,338.0
1405538364000,254.0
1405538965000,301.0
1405538965000,301.0
1405540164000,316.0
1405540164000,316.0
1405541364000,241.0
1405541965000,212.0
1405542564000,250.0
1405542564000,250.0
1405543764000,234.0
1405543764000,234.0
1405544964000,242.0
1405545564000,287.0
1405545564000,287.0
1405545564000,287.0
1405547364000,247.0
1405547664000,204.0
1405548264000,192.0
1405548264000,192.0
1405548264000,192.0
1405548264000,192.0
1405548264000,192.0
1405548264000,192.0
1405552764000,288.0
1405552764000,288.0
1405553964000,208.0
1405553964000,208.0
1405553964000,208.0
1405553964000,208.0
1405553964000,208.0
1405553964000,208.0
1405558764000,926.0
1405558764000,926.0
1405558764000,926.0
1405558764000,926.0
1405561164000,186.0
1405561164000,186.0
1405561164000,186.0
1405561164000,186.0
1405561164000,186.0
1405561164000,186.0
1405570464000,221.0
1405570464000,221.0
1405570464000,221.0
1405572565000,610.0
1405572565000,610.0
1405573765000,279.0
1405574065000,227.0
1405574065000,227.0
1405574065000,227.0
1405576165000,336.0
1405576765000,214.0
1405576765000,214.0
1405577965000,441.0
1405577965000,441.0
1405579166000,483.0
1405579765000,449.0
1405580365000,607.0
1405580966000,506.0
1405581566000,607.0
1405582166000,525.0
1405582467000,845.0
1405582467000,845.0
1405582467000,845.0
1405584566000,529.0
1405585166000,515.0
1405585766000,448.0
1405586066000,486.0
1405586066000,486.0
1405586066000,486.0
1405588165000,338.0
1405588766000,264.0
1405589066000,629.0
1405589966000,359.0
1405589966000,359.0
1405590865000,1792.0
1405591765000,602.0
1405591765000,602.0
1405592666000,427.0
1405593266000,1224.0
1405593266000,1224.0
1405594765000,606.0
1405594765000,606.0
1405595966000,636.0
1405595966000,636.0
1405597166000,442.0
1405597765000,389.0
1405597765000,389.0
1405598965000,383.0
1405599566000,496.0
1405599866000,268.0
1405599866000,268.0
1405601365000,431.0
1405601365000,431.0
1405602565000,466.0
1405602565000,466.0
1405603466000,396.0
1405604366000,484.0
1405604666000,1538.0
1405604666000,1538.0
1405605865000,369.0
1405606766000,349.0
1405607366000,420.0
1405607966000,593.0
1405607966000,593.0
1405607966000,593.0
1405609465000,470.0
1405610066000,631.0
