time,est_speed
1405451363000,9.0838528
1405451963000,12.6557024
1405452563000,9.968992
1405453163000,10.9390688
1405453763000,13.4112
1405454363000,19.0930784
1405454963000,15.4318208
1405455563000,10.8317792
1405456163000,8.2836512
1405456163000,8.2836512
1405457363000,11.265408
1405457663000,16.5673024
1405458563000,19.7636384
1405459163000,18.4672224
1405459463000,16.3259008
1405460363000,15.6464
1405460963000,13.098272
1405461563000,15.4318208
1405462163000,15.8654496
1405462763000,12.6557024
1405463363000,20.1168
1405463964000,12.114784
1405463964000,12.114784
1405465163000,16.5673024
1405465763000,5.073904
1405466363000,2.8029408
1405466963000,14.08176
1405466963000,14.08176
1405468163000,18.172176
1405468763000,17.3317408
1405468763000,17.3317408
1405468763000,17.3317408
1405470563000,16.09344
1405471163000,19.0930784
1405471763000,3.4466784
1405472363000,18.77568
1405472363000,18.77568
1405472363000,18.77568
1405474163000,17.3317408
1405474763000,16.8131744
1405474763000,16.8131744
1405475663000,18.77568
1405475663000,18.77568
1405476863000,17.3317408
1405477463000,20.8633568
1405477463000,20.8633568
1405477463000,20.8633568
1405479563000,2.2039072
1405479563000,2.2039072
1405479563000,2.2039072
1405481363000,13.7375392
1405481963000,1.3455904
1405481963000,1.3455904
1405482863000,19.7636384
1405483463000,25.6019808
1405483463000,25.6019808
1405483463000,25.6019808
1405483463000,25.6019808
1405483463000,25.6019808
1405486463000,19.7636384
1405486463000,19.7636384
1405486463000,19.7636384
1405488563000,10.147808
1405489164000,13.5721344
1405489763000,10.6261408
1405490364000,9.2358464
1405490964000,10.6261408
1405491564000,6.25856
1405492164000,9.1598496
1405492464000,8.7306912
1405493364000,7.7159104
1405493964000,8.9408
1405494564000,6.2943232
1405495164000,3.7819584
1405495765000,4.7341536
1405496065000,11.153648
1405496964000,2.6688288
1405497564000,6.4731392
1405497864000,7.085584
1405498464000,5.8964576
1405499065000,8.9408
1405499965000,3.6344352
1405500564000,9.1598496
1405501164000,10.9390688
1405501464000,10.6261408
1405502364000,11.0463584
1405502964000,13.4112
1405503565000,10.72896
1405504164000,12.8032256
1405504764000,4.559808
1405505064000,13.254736
1405505964000,9.2358464
1405506564000,8.6636352
1405507165000,6.7860672
1405507464000,13.4112
1405508364000,13.9074144
1405508964000,11.7348
1405509564000,9.3118432
1405510164000,7.93496
1405510765000,10.0584
1405511365000,4.6358048
1405511964000,8.5339936
1405512564000,9.1598496
1405513164000,10.9390688
1405513764000,14.08176
1405514365000,3.486912
1405514964000,8.8692736
1405515264000,9.1598496
1405515864000,9.0838528
1405516764000,9.0123264
1405517364000,8.8022176
1405517965000,6.25856
1405518564000,2.4766016
1405519164000,8.6010496
1405519764000,11.6140992
1405520364000,8.7306912
1405520964000,8.6636352
1405521565000,13.9074144
1405522164000,9.0123264
1405522764000,10.8317792
1405523364000,6.2943232
1405523964000,8.04672
1405524565000,6.4731392
1405525165000,11.9851424
1405525764000,9.7097088
1405526364000,9.0838528
1405526964000,5.2169568
1405527564000,9.0838528
1405528165000,8.471408
1405528765000,7.9886048
1405529364000,8.3462368
1405529964000,7.8232
1405530564000,7.6622656
1405531165000,7.2688704
1405531765000,9.1598496
1405532365000,11.153648
1405532964000,8.2210656
1405533264000,9.6292416
1405534164000,9.0838528
1405534764000,8.3462368
1405535365000,9.8840544
1405535965000,1.7166336
1405536564000,8.9408
1405537164000,9.0123264
1405537164000,9.0123264
1405538364000,9.0123264
1405538664000,8.2836512
1405539564000,2.01168
1405540164000,3.978656
1405540464000,11.7348
1405541364000,17.0679872
1405541965000,17.6044352
1405542564000,13.7375392
1405543164000,2.9415232
1405543764000,11.153648
1405544364000,4.0948864
1405544664000,3.3528
1405545564000,13.9074144
1405546164000,14.08176
1405546464000,16.3259008
1405547364000,8.9408
1405547964000,3.755136
1405548564000,10.6261408
1405549164000,9.38784
1405549764000,3.5405568
1405550364000,19.7636384
1405550964000,9.2358464
1405550964000,9.2358464
1405550964000,9.2358464
1405552464000,15.8654496
1405553364000,12.51712
1405553964000,15.6464
1405554565000,16.8131744
1405554565000,16.8131744
1405554565000,16.8131744
1405554565000,16.8131744
1405556964000,14.08176
1405556964000,14.08176
1405556964000,14.08176
1405556964000,14.08176
1405559364000,19.423888
1405559664000,18.4672224
1405560564000,17.8816
1405561164000,18.172176
1405561764000,19.423888
1405561764000,19.423888
1405562664000,22.0882464
1405563264000,4.7118016
1405564164000,21.6635584
1405564164000,21.6635584
1405564164000,21.6635584
1405565664000,21.6635584
1405565664000,21.6635584
1405565664000,21.6635584
1405565664000,21.6635584
1405565664000,21.6635584
1405568964000,16.3259008
