time,est_speed
1454288100000,18.5923936
1454288100000,18.5923936
1454288100000,18.5923936
1454288100000,18.5923936
1454288100000,18.5923936
1454290800000,22.888448
1454290800000,22.888448
1454290800000,22.888448
1454290800000,22.888448
1454290800000,22.888448
1454290800000,22.888448
1454290800000,22.888448
1454290800000,22.888448
1454290800000,22.888448
1454290800000,22.888448
1454290800000,22.888448
1454290800000,22.888448
1454290800000,22.888448
1454290800000,22.888448
1454290800000,22.888448
1454290800000,22.888448
1454290800000,22.888448
1454290800000,22.888448
1454290800000,22.888448
1454290800000,22.888448
1454303400000,15.6553408
1454303400000,15.6553408
1454303400000,15.6553408
1454303400000,15.6553408
1454303400000,15.6553408
1454303400000,15.6553408
1454303400000,15.6553408
1454303400000,15.6553408
1454303400000,15.6553408
1454303400000,15.6553408
1454308800000,13.5542528
1454308800000,13.5542528
1454308800000,13.5542528
1454308800000,13.5542528
1454308800000,13.5542528
1454311800000,5.8875168
1454311800000,5.8875168
1454311800000,5.8875168
1454311800000,5.8875168
1454311800000,5.8875168
1454315101000,9.901936
1454315701000,9.0346784
1454316301000,8.6993984
1454316301000,8.6993984
1454316301000,8.6993984
1454316301000,8.6993984
1454316301000,8.6993984
1454316301000,8.6993984
1454316301000,8.6993984
1454316301000,8.6993984
1454321102000,9.3967808
1454321102000,9.3967808
1454321102000,9.3967808
1454322901000,6.8218304
1454322901000,6.8218304
1454322901000,6.8218304
1454322901000,6.8218304
1454322901000,6.8218304
1454325901000,7.1347584
1454326500000,10.5099104
1454326801000,9.5174816
1454327401000,12.7808736
1454327401000,12.7808736
1454327401000,12.7808736
1454329503000,12.561824
1454329503000,12.561824
1454329503000,12.561824
1454331001000,7.2822816
1454331001000,7.2822816
1454331001000,7.2822816
1454333100000,7.420864
1454333100000,7.420864
1454334301000,8.8782144
1454334301000,8.8782144
1454334301000,8.8782144
1454336102000,10.5769664
1454336102000,10.5769664
1454336102000,10.5769664
1454336102000,10.5769664
1454336102000,10.5769664
1454336102000,10.5769664
1454336102000,10.5769664
1454336102000,10.5769664
1454336102000,10.5769664
1454336102000,10.5769664
1454336102000,10.5769664
1454336102000,10.5769664
1454336102000,10.5769664
1454336102000,10.5769664
1454336102000,10.5769664
1454336102000,10.5769664
1454336102000,10.5769664
1454336102000,10.5769664
1454346602000,5.2840128
1454346602000,5.2840128
1454346602000,5.2840128
1454346602000,5.2840128
1454346602000,5.2840128
1454346602000,5.2840128
1454350202000,6.7145408
1454350202000,6.7145408
1454350202000,6.7145408
1454350202000,6.7145408
1454352901000,12.0343168
1454352901000,12.0343168
1454352901000,12.0343168
1454352901000,12.0343168
1454355000000,12.874752
1454355000000,12.874752
1454356201000,15.2351232
1454356801000,15.0160736
1454356801000,15.0160736
1454358000000,15.1010112
1454358000000,15.1010112
1454359500000,15.0563072
1454359500000,15.0563072
1454359500000,15.0563072
1454359500000,15.0563072
1454361900000,15.512288
1454362200000,13.992352
1454362200000,13.992352
1454362200000,13.992352
1454362200000,13.992352
1454362200000,13.992352
1454362200000,13.992352
1454362200000,13.992352
1454362200000,13.992352
1454362200000,13.992352
1454362200000,13.992352
1454362200000,13.992352
1454362200000,13.992352
1454362200000,13.992352
1454362200000,13.992352
1454362200000,13.992352
1454362200000,13.992352
1454362200000,13.992352
1454372402000,17.2825664
1454372402000,17.2825664
1454372402000,17.2825664
1454372402000,17.2825664
1454372402000,17.2825664
1454372402000,17.2825664
1454372402000,17.2825664
1454372402000,17.2825664
1454372402000,17.2825664
1454372402000,17.2825664
1454372402000,17.2825664
1454372402000,17.2825664
1454372402000,17.2825664
1454372402000,17.2825664
1454372402000,17.2825664
1454381700000,17.8190144
1454381700000,17.8190144
1454381700000,17.8190144
1454381700000,17.8190144
1454384400000,20.3537312
1454384400000,20.3537312
1454384400000,20.3537312
1454384400000,20.3537312
1454384400000,20.3537312
1454384400000,20.3537312
1454384400000,20.3537312
1454384400000,20.3537312
1454384400000,20.3537312
1454384400000,20.3537312
1454390700000,18.4582816
1454390700000,18.4582816
1454390700000,18.4582816
1454390700000,18.4582816
1454390700000,18.4582816
1454390700000,18.4582816
1454390700000,18.4582816
1454390700000,18.4582816
1454395200000,5.409184
1454395200000,5.409184
1454395200000,5.409184
1454395200000,5.409184
1454395200000,5.409184
1454395200000,5.409184
1454398801000,9.5532448
1454398801000,9.5532448
1454400001000,7.7203808
1454400001000,7.7203808
1454400001000,7.7203808
1454400001000,7.7203808
1454400001000,7.7203808
1454403302000,7.6846176
1454403302000,7.6846176
1454403302000,7.6846176
1454403302000,7.6846176
1454403302000,7.6846176
1454403302000,7.6846176
1454403302000,7.6846176
