time,travel_time
1459178701000,811.0
1459179301000,874.0
1459179901000,939.0
1459180501000,1148.0
1459181100000,620.0
1459181700000,698.0
1459182301000,992.0
1459182901000,699.0
1459183501000,681.0
1459183801000,577.0
1459184700000,639.0
1459185300000,573.0
1459185900000,548.0
1459186501000,1325.0
1459186801000,584.0
1459187401000,633.0
1459188300000,654.0
1459188900000,500.0
1459189500000,486.0
1459189800000,619.0
1459190701000,619.0
1459190701000,619.0
1459191900000,796.0
1459192500000,582.0
1459193100000,490.0
1459193400000,574.0
1459194000000,869.0
1459194901000,526.0
1459195500000,538.0
1459196100000,490.0
1459196700000,553.0
1459197000000,534.0
1459197900000,491.0
1459197900000,491.0
1459197900000,491.0
1459197900000,491.0
1459197900000,491.0
1459200900000,540.0
1459200900000,540.0
1459200900000,540.0
1459202700000,1614.0
1459202700000,1614.0
1459203900000,468.0
1459203900000,468.0
1459203900000,468.0
1459205700000,1352.0
1459205700000,1352.0
1459205700000,1352.0
1459207500000,1428.0
1459207500000,1428.0
1459208402000,453.0
1459208402000,453.0
1459208402000,453.0
1459210500000,973.0
1459210800000,380.0
1459211400000,649.0
1459211400000,649.0
1459211400000,649.0
1459213200000,495.0
1459213200000,495.0
1459214400000,412.0
1459214400000,412.0
1459214400000,412.0
1459214400000,412.0
1459214400000,412.0
1459217700000,437.0
1459218000000,492.0
1459218600000,314.0
1459218600000,314.0
1459219800000,396.0
1459219800000,396.0
1459221300000,376.0
1459221300000,376.0
1459222500000,476.0
1459222500000,476.0
1459223700000,489.0
1459224300000,502.0
1459224300000,502.0
1459225500000,1279.0
1459225500000,1279.0
1459226700000,424.0
1459227000000,475.0
1459227900000,801.0
1459228500000,439.0
1459229100000,526.0
1459229700000,731.0
1459230300000,603.0
1459230900000,1473.0
1459231200000,644.0
1459231800000,535.0
1459232400000,2117.0
1459233301000,646.0
1459233901000,559.0
1459234501000,653.0
1459235100000,1310.0
1459235701000,625.0
1459236301000,637.0
1459236901000,628.0
1459237501000,879.0
1459238102000,1006.0
1459238700000,1250.0
1459239300000,1488.0
1459239901000,826.0
1459240501000,703.0
1459241101000,891.0
1459241701000,654.0
1459242000000,1194.0
1459242600000,718.0
1459243501000,684.0
1459243501000,684.0
1459244701000,715.0
1459245301000,787.0
1459245900000,930.0
1459246500000,1414.0
1459247101000,877.0
1459247701000,1308.0
1459248302000,917.0
1459248901000,872.0
1459249500000,1052.0
1459250100000,869.0
1459250401000,1313.0
1459251301000,2193.0
1459251901000,1375.0
1459252502000,1986.0
1459253100000,2208.0
1459253700000,818.0
1459254301000,1145.0
1459254901000,881.0
1459255501000,949.0
1459256101000,850.0
1459256400000,789.0
1459257300000,795.0
1459257600000,747.0
1459258501000,848.0
1459258801000,2211.0
1459259701000,1896.0
1459260000000,1179.0
1459260900000,1031.0
1459261501000,943.0
1459262101000,1088.0
1459262701000,684.0
1459262701000,684.0
1459263900000,1364.0
1459263900000,1364.0
1459264800000,1171.0
1459265701000,1350.0
1459266301000,1523.0
1459266301000,1523.0
1459266301000,1523.0
1459268100000,964.0
1459268100000,964.0
1459269302000,1182.0
1459269601000,1455.0
1459270502000,1581.0
1459271100000,1375.0
1459271700000,850.0
1459272000000,825.0
1459272901000,638.0
1459272901000,638.0
1459274102000,663.0
1459274400000,744.0
1459274400000,744.0
1459275901000,743.0
1459276501000,644.0
1459276803000,541.0
1459277701000,583.0
1459278300000,628.0
1459278600000,629.0
1459279500000,639.0
1459279800000,1258.0
1459280403000,563.0
1459281301000,574.0
1459281600000,538.0
1459282500000,595.0
1459283101000,510.0
1459283401000,449.0
1459284300000,448.0
1459284600000,2118.0
1459284600000,2118.0
1459286100000,570.0
1459286700000,1498.0
1459287300000,1225.0
1459287900000,508.0
1459288500000,603.0
1459289100000,891.0
1459289700000,374.0
1459290000000,523.0
1459290600000,454.0
1459290600000,454.0
1459291800000,422.0
1459292700000,815.0
1459293000000,416.0
1459293000000,416.0
1459294500000,419.0
1459295100000,482.0
1459295100000,482.0
1459295100000,482.0
1459296600000,466.0
1459297500000,405.0
1459298400000,479.0
1459298700000,792.0
1459299300000,406.0
1459299600000,365.0
1459299600000,365.0
1459301100000,424.0
1459301100000,424.0
1459301100000,424.0
1459301100000,424.0
1459303200000,1732.0
1459303800000,290.0
1459303800000,290.0
1459305600000,384.0
1459305600000,384.0
1459306200000,414.0
1459306800000,428.0
1459307400000,393.0
1459307400000,393.0
1459308900000,466.0
1459308900000,466.0
1459308900000,466.0
1459310400000,497.0
1459311300000,570.0
1459311900000,433.0
1459311900000,433.0
1459313100000,436.0
1459313400000,422.0
1459314000000,984.0
1459314900000,481.0
1459315200000,535.0
1459316100000,552.0
1459316700000,520.0
1459317300000,647.0
1459317900000,803.0
1459318500000,729.0
1459318800000,697.0
1459319701000,642.0
1459320301000,1119.0
1459320901000,1015.0
1459321200000,767.0
1459322101000,764.0
1459322701000,676.0
1459323301000,662.0
1459323901000,730.0
1459324502000,731.0
1459325100000,1125.0
