time,est_speed
1405451063000,24.14016
1405451963000,19.312128
1405452563000,17.8816
1405453163000,20.5459584
1405453763000,12.7048768
1405454363000,10.974832
1405454363000,10.974832
1405455563000,12.539472
1405456163000,18.21688
1405456163000,18.21688
1405457363000,16.6477696
1405457963000,10.4964992
1405457963000,10.4964992
1405459163000,20.1168
1405459463000,14.1979904
1405460363000,22.9912672
1405460963000,17.2423328
1405461263000,18.5700416
1405462163000,2.2664928
1405462763000,11.4933984
1405463363000,18.5700416
1405463964000,20.5459584
1405463964000,20.5459584
1405464863000,12.874752
1405464863000,12.874752
1405466063000,15.3290016
1405466063000,15.3290016
1405466063000,15.3290016
1405466063000,15.3290016
1405468763000,15.0876
1405469363000,14.8551392
1405469363000,14.8551392
1405469363000,14.8551392
1405471163000,11.2296448
1405471163000,11.2296448
1405471163000,11.2296448
1405471163000,11.2296448
1405473263000,13.2279136
1405473263000,13.2279136
1405473263000,13.2279136
1405473263000,13.2279136
1405473263000,13.2279136
1405473263000,13.2279136
1405481363000,12.7048768
1405481363000,12.7048768
1405481363000,12.7048768
1405481363000,12.7048768
1405481363000,12.7048768
1405481363000,12.7048768
1405486163000,21.9451936
1405486463000,17.8816
1405487363000,19.312128
1405487963000,15.0876
1405487963000,15.0876
1405489164000,11.4933984
1405489164000,11.4933984
1405490364000,13.992352
1405490964000,13.4112
1405491564000,13.992352
1405492164000,19.312128
1405492764000,20.1168
1405493364000,15.0876
1405493964000,4.4704
1405494564000,5.5477664
1405495164000,3.1873952
1405495765000,4.80568
1405496366000,2.5749504
1405496964000,2.7984704
1405497564000,4.6000416
1405498164000,12.874752
1405498764000,13.5989568
1405499065000,20.1168
1405499965000,21.45792
1405500564000,11.2296448
1405501164000,10.6127296
1405501764000,15.3290016
1405502364000,19.7055232
1405502964000,10.0584
1405503565000,15.5748736
1405504164000,13.0490976
1405504764000,14.1979904
1405505364000,19.312128
1405505964000,19.7055232
1405506564000,8.9408
1405507165000,18.932144
1405507764000,9.8527616
1405508364000,3.8624256
1405508964000,14.8551392
1405509564000,8.5474048
1405510164000,19.7055232
1405510765000,16.6477696
1405511365000,4.2334688
1405511964000,9.5621856
1405512564000,3.9920672
1405513164000,4.1619424
1405513764000,11.7750336
1405514365000,13.5989568
1405514964000,11.2296448
1405515564000,13.7956544
1405516165000,15.0876
1405516764000,7.6041504
1405517364000,13.0490976
1405517965000,9.5621856
1405518564000,3.6299648
1405519164000,14.1979904
1405519764000,5.7489344
1405520364000,12.874752
1405520964000,17.2423328
1405521565000,19.7055232
1405521565000,19.7055232
1405522764000,13.4112
1405523364000,18.932144
1405523964000,11.4933984
1405524265000,17.5552608
1405525165000,18.5700416
1405525764000,11.6319808
1405526364000,14.1979904
1405526964000,20.1168
1405527564000,12.539472
1405528165000,16.9383456
1405528765000,9.9555808
1405529364000,7.7248512
1405529964000,13.0490976
1405530564000,11.2296448
1405531165000,20.5459584
1405531765000,13.992352
1405532365000,18.21688
1405532365000,18.21688
1405533564000,8.5474048
1405534164000,15.5748736
1405534764000,1.6719296
1405535365000,17.8816
1405535965000,15.0876
1405536564000,4.492752
1405536864000,3.6031424
1405537764000,24.14016
1405538364000,17.8816
1405538664000,16.3661344
1405539564000,16.9383456
1405539564000,16.9383456
1405540764000,24.14016
1405541364000,25.4097536
1405541965000,4.828032
1405542564000,16.3661344
1405543164000,20.1168
1405543164000,20.1168
1405544364000,26.8224
1405544964000,23.5500672
1405545264000,14.6316192
1405545864000,19.312128
1405546464000,20.5459584
1405547364000,12.7048768
1405547964000,20.9929984
1405548264000,13.4112
1405548864000,26.0981952
1405549764000,22.4548192
1405550364000,16.3661344
1405550964000,12.3785376
1405550964000,12.3785376
1405552164000,16.3661344
1405552764000,22.4548192
1405552764000,22.4548192
1405553964000,13.2279136
1405554565000,12.3785376
1405554565000,12.3785376
1405554565000,12.3785376
1405554565000,12.3785376
1405554565000,12.3785376
1405557264000,15.0876
1405557264000,15.0876
1405557264000,15.0876
1405557264000,15.0876
1405559664000,19.312128
1405559664000,19.312128
1405559664000,19.312128
1405559664000,19.312128
1405562364000,15.8296864
1405562364000,15.8296864
1405562364000,15.8296864
1405562364000,15.8296864
